altitude	exposition	pente	distance_horizontale_hydro	distance_verticale_hydro	distance_horizontale_route	ombrage_0900	ombrage_1200	ombrage_1500	distance_horizontale_depart_feu	espece
2698	71	14	30	8	1554	235	211	104	564	0
3112	133	12	210	33	5128	239	234	122	999	0
3038	13	9	376	58	4524	211	221	146	641	0
2980	66	15	175	-20	3896	233	209	104	1369	0
2749	169	4	30	-2	1895	222	241	154	828	0
3156	84	16	458	48	5416	241	211	95	1195	0
3060	95	22	454	136	4272	249	201	69	2359	0
3104	50	11	150	11	5205	225	215	123	882	0
2753	75	5	30	-1	2030	226	231	140	976	0
2666	132	12	42	1	1350	239	234	123	690	0
3129	44	13	722	65	3606	222	211	121	2896	0
2859	125	18	127	28	2738	247	225	100	2173	0
2955	86	9	258	41	3580	234	225	122	2142	0
3146	84	7	306	38	5464	231	227	129	1036	0
2683	98	18	67	14	1418	246	213	89	812	0
3159	346	12	642	102	3833	196	220	163	2779	0
2861	164	9	180	30	2863	228	243	147	2290	0
3111	98	8	90	3	5369	234	228	126	808	0
3121	316	16	127	20	5219	176	225	188	577	0
2855	54	19	180	45	2635	227	196	94	1765	0
2746	43	16	60	-1	1753	221	204	113	1008	0
3124	109	11	218	16	5498	240	227	116	902	0
2926	18	10	242	41	3336	212	219	143	2648	0
2811	114	8	330	44	2345	235	232	129	1400	0
2656	72	15	182	21	1180	236	209	101	1006	0
2917	317	12	108	10	3522	188	230	181	2435	0
3138	313	13	216	31	5347	186	230	184	553	0
3098	112	9	272	33	4990	235	231	127	120	0
2896	72	16	319	44	3294	236	208	98	2726	0
2795	144	11	258	16	2280	236	238	132	1471	0
2976	87	8	210	31	4012	232	227	127	1920	0
2755	45	9	108	0	1740	223	220	131	1290	0
3160	209	10	295	60	5301	213	249	171	277	0
2954	45	9	67	9	3925	223	220	132	2071	0
2780	352	2	30	1	2070	216	236	157	1451	0
2895	327	15	212	55	3140	182	222	179	2313	0
2779	15	7	0	0	1980	214	225	148	1436	0
2595	37	18	218	51	930	216	197	110	1357	0
3049	241	2	469	29	4578	214	241	164	1273	0
2977	346	10	210	29	4012	200	223	162	2143	0
2827	71	19	124	25	2586	237	201	88	1894	0
2801	8	15	108	19	2018	202	209	143	1584	0
2653	89	20	417	109	1095	245	204	79	1465	0
2898	196	6	350	65	3013	219	245	162	2252	0
3157	240	11	830	50	6131	198	250	188	1245	0
2814	355	13	95	18	2359	199	218	156	1848	0
3013	77	25	277	46	4841	242	186	60	2755	0
2959	239	8	30	1	5352	205	247	180	2353	0
2978	261	17	277	16	5803	177	247	207	1921	0
2876	116	9	162	28	2862	236	231	126	2334	0
3166	230	7	771	22	6155	209	247	175	1167	0
2763	83	14	430	13	1652	239	215	104	1727	0
2965	352	3	180	3	5718	214	233	158	2023	0
2683	89	13	190	13	1194	240	218	106	1790	0
2865	180	11	95	12	2876	224	247	154	2483	0
2980	59	8	212	13	4688	227	223	130	1682	0
2861	159	7	124	11	2967	228	242	146	2588	0
2679	66	11	108	9	1235	231	217	117	1879	0
3137	247	7	702	130	6238	205	246	179	1437	0
2970	73	13	150	3	4710	235	213	107	1733	0
2928	346	12	0	0	3919	196	220	163	2534	0
2717	72	12	85	9	1437	233	217	114	1982	0
2954	53	7	42	0	4195	224	224	134	2262	0
3109	261	12	659	102	6110	189	246	195	1524	0
2958	34	7	30	0	4424	219	224	141	2067	0
2668	64	13	162	-24	1170	232	213	111	2185	0
2963	53	9	0	0	4461	226	220	128	2058	0
3008	117	3	30	2	5128	225	236	146	2644	0
3020	20	18	300	78	3893	204	198	126	2590	0
2946	309	23	210	74	2960	151	218	204	2536	0
2893	127	9	175	20	2108	236	234	128	2496	0
2942	356	7	67	13	3427	209	227	157	2596	0
2941	32	4	108	12	3369	219	230	147	2574	0
3052	115	14	127	32	4710	243	226	109	1956	0
3048	260	11	258	24	5648	195	246	190	1973	0
2929	282	12	134	41	2984	188	241	193	2321	0
3042	274	8	201	17	5586	200	242	182	2036	0
2908	14	12	124	8	1908	209	216	143	2190	0
2881	59	12	228	10	1679	229	214	116	2258	0
2888	55	9	234	9	1698	226	221	128	2220	0
2782	42	6	443	-15	907	221	227	142	2634	0
3145	245	16	446	84	5928	185	251	202	1812	0
2788	77	9	524	71	778	232	223	122	2554	0
3035	98	16	192	25	4153	244	216	97	2616	0
3002	358	7	30	4	3907	209	227	156	2405	0
2944	111	8	210	15	1965	234	231	129	1871	0
2789	57	8	400	56	702	226	223	131	2484	0
3061	276	5	42	1	5532	207	241	173	2207	0
3017	17	11	108	14	3873	211	218	142	2317	0
2808	139	14	300	6	849	241	235	120	2275	0
3289	251	10	812	141	6297	198	247	187	1958	0
2904	137	10	108	0	1380	236	236	130	1883	0
3152	69	11	60	4	5490	232	218	116	2164	0
3221	226	13	607	151	6040	201	252	186	2136	0
3027	18	5	242	4	3211	216	229	150	1734	0
2813	117	13	90	11	964	241	228	114	2038	0
3168	250	18	430	98	5850	179	250	207	2285	0
3173	58	16	212	25	5523	230	206	104	2300	0
3156	30	11	210	8	5433	216	215	133	2325	0
2747	4	13	95	12	484	202	214	148	2347	0
2722	8	19	134	17	228	194	198	137	2598	0
3121	55	10	85	-1	4897	226	219	126	2617	0
3171	215	13	499	94	5921	207	252	179	2372	0
3215	41	10	408	67	5622	221	219	132	2454	0
3121	243	7	234	48	5641	207	246	176	2518	0
3236	63	5	553	88	5863	225	229	139	2445	0
3056	0	3	247	11	3327	215	234	156	1513	0
3018	15	5	300	7	2762	216	230	152	1233	0
3058	13	4	60	1	3539	215	231	152	1634	0
2827	330	18	404	86	531	174	215	180	2321	0
3157	79	8	212	2	5162	231	225	126	2791	0
2962	100	18	242	74	1917	246	213	89	1140	0
2877	342	13	450	131	618	193	220	166	2285	0
3140	265	14	283	39	5708	183	245	201	2902	0
2920	355	10	210	92	937	204	222	157	1967	0
2807	62	22	485	119	497	233	189	79	2460	0
3156	88	6	450	22	4367	229	230	135	2021	0
2916	27	8	371	99	872	217	223	142	2078	0
3101	322	3	0	0	5428	212	236	162	3089	0
2960	303	20	256	52	1857	162	227	204	966	0
3206	106	6	170	15	5590	231	232	135	3154	0
3112	253	10	108	4	5532	198	247	187	3152	0
3111	261	9	95	3	5521	199	245	185	3182	0
3212	135	8	218	21	5689	233	237	135	3196	0
3178	93	13	551	42	4577	240	220	108	2154	0
3108	56	5	30	2	5387	223	229	141	3260	0
3155	111	7	395	21	4447	233	232	131	1995	0
3191	81	5	457	15	4686	226	231	140	2224	0
2915	146	15	42	10	1528	239	237	123	1376	0
3212	198	6	459	21	5955	218	245	163	3132	0
3183	99	5	90	4	5472	228	233	140	2982	0
3195	230	7	466	75	6006	209	247	175	3032	0
3178	263	9	272	58	5807	197	245	187	2941	0
2891	48	17	268	-36	659	224	201	105	2155	0
3140	255	14	162	23	5678	187	248	199	2794	0
2963	32	9	0	0	1762	218	221	138	1350	0
2958	55	4	247	-1	1234	222	231	145	2012	0
2938	62	5	162	10	972	224	230	142	2313	0
3212	71	14	402	97	5094	235	213	107	2642	0
2960	59	4	90	0	1230	223	231	143	2084	0
2890	68	17	331	-37	540	235	204	95	1884	0
3187	63	7	258	69	5261	226	226	134	2571	0
3192	102	7	319	73	5206	232	231	132	2519	0
3151	266	15	127	16	5664	181	245	203	2460	0
3031	253	6	323	59	2297	207	244	175	1127	0
2830	72	15	210	45	277	236	210	102	1561	0
2930	79	7	90	1	997	230	227	130	2280	0
3046	144	13	210	2	3200	238	237	127	573	0
2850	113	14	108	13	400	244	224	107	1651	0
3036	149	11	150	-7	3238	235	239	134	601	0
2957	123	10	150	-8	1337	237	233	126	2135	0
3219	324	6	366	38	5803	205	233	168	2184	0
3206	261	5	446	35	5980	209	242	172	2098	0
3164	88	19	361	102	3878	245	205	82	849	0
3081	184	11	175	23	3720	223	247	157	618	0
2953	60	7	134	-8	1366	225	226	135	2147	0
3062	329	1	0	0	3830	215	237	159	485	0
2927	51	16	258	34	741	226	205	108	1900	0
2914	29	8	335	37	564	217	222	140	1708	0
3199	268	6	216	13	5918	204	243	178	1736	0
3091	90	13	192	31	2315	240	219	107	1201	0
2940	3	16	443	47	738	197	208	146	1872	0
3097	92	15	210	33	3944	242	215	98	459	0
3242	315	17	153	47	5015	173	224	190	1448	0
3095	138	13	268	47	3987	240	235	122	503	0
2847	50	27	323	199	335	220	172	70	1482	0
3215	28	23	175	35	5523	204	183	105	1366	0
3255	285	16	190	60	4992	175	239	203	1361	0
3241	31	23	228	52	5561	207	183	102	1289	0
2899	35	18	430	240	443	215	198	113	1602	0
3305	205	7	430	110	5167	216	246	166	1206	0
2914	30	14	390	-30	470	215	208	126	1640	0
3047	85	15	573	58	1433	240	213	99	2483	0
3101	303	14	277	1	3399	181	233	192	631	0
3057	85	16	592	56	1482	241	211	96	2467	0
2950	37	5	180	5	591	220	229	146	1803	0
2991	83	8	170	32	859	231	227	128	2060	0
2802	59	28	85	-6	228	228	171	58	1600	0
3035	53	7	402	55	1261	224	225	135	2424	0
3168	300	5	379	37	3153	205	238	172	1003	0
3280	162	4	319	40	5206	223	240	152	750	0
3082	106	7	532	28	1717	232	232	132	2391	0
2816	75	27	201	-20	242	241	177	49	1691	0
2857	87	21	175	-26	335	245	201	75	1760	0
3048	96	4	424	68	1370	227	233	141	2544	0
3021	148	15	212	41	1194	239	237	124	2402	0
3183	28	8	331	-30	2952	217	223	141	1315	0
3181	39	9	335	-32	2925	221	220	134	1337	0
3284	319	9	120	41	4734	198	232	174	703	0
3285	308	12	90	51	4702	188	232	185	700	0
3277	287	20	424	179	4254	160	234	213	1262	0
3015	37	5	124	17	1020	220	229	146	2394	0
2982	117	11	301	4	860	238	230	121	2288	0
3279	62	8	67	3	4927	227	223	130	408	0
2959	53	14	295	29	742	227	210	113	2233	0
3042	83	6	108	9	1443	229	230	135	2737	0
3039	104	6	95	6	1415	230	233	136	2717	0
3289	0	0	0	0	4773	218	238	156	458	0
2895	84	19	90	-29	503	243	203	82	2234	0
3230	298	16	391	87	4508	174	233	198	1148	0
3287	333	4	335	22	5730	210	234	163	571	0
3276	272	14	591	169	4374	183	244	199	1132	0
2921	70	18	60	-3	553	237	203	91	2384	0
3292	347	3	360	27	5760	213	234	159	601	0
2996	80	16	162	24	972	239	210	97	2620	0
3275	278	8	60	10	5461	197	242	184	313	0
3207	99	12	300	45	4082	240	223	112	1298	0
3006	88	11	150	28	994	237	221	114	2687	0
3141	35	13	201	12	1899	218	210	125	3024	0
3142	48	17	277	13	1834	224	200	104	3108	0
2635	45	8	30	9	955	223	223	135	1624	0
2650	26	19	60	19	1008	208	197	119	1771	0
2644	9	32	210	87	847	168	160	114	1740	0
3059	153	13	127	22	1396	235	240	133	2594	0
3020	63	1	127	3	895	220	236	153	2381	0
2684	32	20	150	53	1110	211	193	111	1848	0
2685	8	10	255	93	891	208	219	148	1830	0
2766	31	7	120	15	1326	218	225	143	2214	0
3076	63	12	127	17	1536	230	216	117	2554	0
2968	60	11	170	-6	571	229	216	119	2171	0
2780	346	13	90	29	1383	195	219	162	2248	0
2959	80	16	255	-15	518	239	210	97	2101	0
2786	49	16	240	97	1431	225	205	110	2190	0
2747	329	19	201	71	878	171	214	181	2213	0
3068	335	8	150	6	1442	202	230	166	2247	0
3055	80	13	120	15	1237	237	217	109	2136	0
3043	48	7	30	3	1150	223	224	136	2093	0
3095	92	8	30	5	1771	233	227	126	2424	0
3045	50	7	30	5	1158	224	224	135	2067	0
2859	53	20	379	94	1213	226	194	93	2671	0
2817	25	15	210	23	1392	212	207	129	2579	0
3123	77	9	134	-7	1900	232	224	125	2355	0
2868	332	17	60	23	1718	177	215	176	2613	0
2931	283	26	778	554	854	138	230	227	2642	0
2959	2	9	721	186	1008	208	224	153	2555	0
2675	42	13	60	14	1110	222	211	122	1560	0
2718	73	27	42	8	150	239	177	51	1460	0
2885	61	27	384	103	1243	231	174	60	2100	0
2902	54	23	391	120	1282	227	184	78	2130	0
2926	87	17	525	155	677	242	210	92	1412	0
2836	14	18	30	11	1549	201	200	133	2704	0
3068	111	8	319	9	1218	234	231	129	1565	0
2902	87	15	417	131	607	241	215	100	1337	0
3048	124	10	446	-9	1077	238	233	125	1463	0
2988	29	18	404	145	1978	211	197	117	2818	0
2422	45	11	85	13	631	223	215	125	1320	0
2974	340	14	319	72	1572	190	219	167	2524	0
3003	339	14	228	93	1879	190	219	168	2696	0
2917	290	17	335	115	1624	169	235	205	2534	0
2922	272	31	799	547	875	123	231	238	2136	0
3003	328	16	408	93	1624	180	220	179	2419	0
3095	345	11	127	19	1914	199	223	163	1848	0
2604	31	21	319	125	703	210	190	109	379	0
2822	347	24	228	50	1560	168	195	160	1645	0
2879	43	23	218	97	1613	217	184	91	1914	0
3051	113	9	525	-13	1356	236	231	126	1296	0
2829	35	21	376	75	1651	212	188	103	1528	0
2543	338	8	30	2	1120	202	228	165	624	0
2847	291	36	743	354	934	101	209	236	1879	0
2656	20	20	450	129	797	202	193	121	644	0
3046	84	9	618	-19	1384	233	225	125	1188	0
2870	95	18	306	74	819	246	210	86	874	0
3018	197	6	711	93	2123	218	246	163	2588	0
2890	315	7	342	91	1595	201	234	172	1869	0
2916	106	19	451	120	972	249	213	84	899	0
3011	180	6	573	92	1982	223	244	156	2698	0
2964	97	14	361	86	1704	242	219	104	2856	0
2813	80	30	339	152	1691	243	173	38	1517	0
2594	80	19	268	72	1348	241	202	84	1550	0
2999	155	8	636	113	1731	230	241	144	2097	0
3008	197	7	591	83	1996	218	246	163	2591	0
2822	104	19	90	26	646	248	214	87	721	0
2765	339	25	402	71	1116	158	194	170	1092	0
2992	227	16	607	106	1434	195	253	192	1852	0
2969	167	13	228	67	1622	231	244	143	2735	0
2821	115	12	162	25	752	240	228	117	607	0
2812	321	7	108	14	592	203	234	170	582	0
2980	174	4	525	59	2118	222	242	155	2227	0
2725	60	20	124	31	1357	231	195	88	1050	0
2651	17	28	120	62	1116	185	169	108	874	0
2807	12	9	190	9	720	211	221	147	480	0
2682	62	22	124	40	1706	232	188	77	1215	0
2636	5	15	0	0	1614	200	210	146	1140	0
2693	349	23	201	104	1201	171	195	158	808	0
2917	130	4	150	35	1177	226	237	145	2359	0
2791	102	30	524	247	1253	253	186	37	957	0
2799	214	30	330	104	1384	178	251	193	1390	0
2769	6	12	162	62	1570	205	216	148	997	0
2895	122	14	150	6	1092	243	228	110	2284	0
2734	5	25	255	118	1291	179	183	134	725	0
2949	308	6	216	22	2014	204	236	171	1940	0
2779	353	24	382	163	1289	171	190	151	691	0
2929	79	11	190	16	1033	235	220	115	2197	0
2879	80	22	309	52	1006	243	194	69	324	0
2774	238	22	153	17	1600	174	252	210	1254	0
2957	311	5	277	30	1906	206	236	169	1974	0
2828	31	32	534	239	1271	194	152	75	743	0
2838	159	7	256	11	779	227	241	148	153	0
2809	118	5	335	86	1224	228	236	142	595	0
2758	350	19	228	63	1080	183	205	158	395	0
2867	322	20	120	51	779	166	217	188	1961	0
2741	85	22	458	63	872	245	197	70	1173	0
2856	53	16	60	21	721	227	205	107	1920	0
2922	14	18	658	59	1199	201	200	133	819	0
3131	70	17	573	-43	1113	236	205	96	994	0
2987	105	35	480	160	1055	253	175	19	607	0
2958	48	17	134	33	792	224	201	105	1917	0
2977	75	21	85	10	1616	240	195	75	1972	0
2820	290	32	124	70	1179	116	216	232	1337	0
3061	157	35	612	284	1027	234	220	86	853	0
2915	275	15	190	24	2120	177	242	204	1465	0
3132	150	11	457	-42	1020	235	240	134	1159	0
2887	138	25	365	60	912	248	222	87	524	0
2971	95	15	30	4	1556	242	217	100	1962	0
2962	96	6	0	0	1528	231	231	133	1989	0
2977	335	11	382	97	1048	196	226	169	938	0
2169	349	16	90	20	300	189	212	160	497	0
2973	80	14	30	11	1546	238	213	102	1950	0
2859	13	19	277	6	789	198	198	133	95	0
2184	6	21	153	38	335	190	195	137	446	0
3010	124	27	485	233	888	253	209	65	949	0
2871	49	13	192	18	742	225	211	118	95	0
3029	11	11	335	96	642	208	217	145	1699	0
2742	41	23	255	14	1061	216	183	91	810	0
2891	339	19	108	32	700	174	208	171	1744	0
2955	38	19	576	-11	752	217	196	108	481	0
2781	241	20	67	25	2103	178	252	208	870	0
2959	12	18	67	11	331	200	202	135	1530	0
2752	351	10	153	-2	1019	203	224	159	966	0
2769	10	23	319	155	1068	188	187	129	904	0
2759	17	25	212	108	1199	190	178	115	1087	0
2988	285	18	95	17	1438	168	237	208	1871	0
2890	238	4	212	71	1441	212	244	170	1956	0
2874	3	19	212	48	638	191	200	143	510	0
3007	292	20	85	12	571	159	232	211	997	0
3006	13	20	150	22	190	196	194	130	1262	0
2977	33	20	297	29	300	212	192	109	1342	0
2752	89	28	150	55	1040	248	181	42	1215	0
2987	17	6	134	10	1410	215	228	150	1663	0
2981	9	20	162	25	513	194	197	136	1282	0
2760	93	5	60	-16	360	228	232	138	1020	0
2769	0	9	240	14	1400	206	222	154	655	0
3005	118	17	170	47	518	246	223	100	1507	0
2981	40	14	90	14	228	220	208	119	480	0
2906	319	9	162	25	1020	197	232	175	2105	0
3049	25	20	283	58	124	206	194	118	1170	0
2972	11	19	309	55	339	196	198	134	592	0
2809	316	26	592	54	1015	142	207	200	1266	0
3025	341	17	361	20	295	181	212	168	1273	0
2314	329	13	182	-10	90	189	225	175	722	0
2997	279	12	360	83	1489	186	242	195	1470	0
3036	323	15	306	56	424	181	224	182	1463	0
2913	337	14	228	39	1006	189	221	170	1995	0
3227	187	34	371	104	2683	202	240	144	3132	0
2796	278	18	272	121	2208	168	240	210	247	0
2816	269	19	319	105	2256	168	243	213	306	0
3018	330	17	134	30	180	177	216	178	1406	0
2897	54	10	612	147	1490	226	218	124	888	0
2915	36	8	631	31	1379	220	221	137	1100	0
2946	261	11	541	82	1670	192	246	193	1189	0
2885	273	12	331	87	1965	188	243	195	892	0
2933	301	3	474	49	1392	211	238	165	1245	0
2964	289	14	484	8	1579	179	238	198	1273	0
3011	208	7	376	27	1205	215	247	167	1653	0
2953	276	12	446	145	1630	189	242	193	1224	0
2990	248	3	417	70	404	214	241	165	1537	0
2947	351	23	240	134	270	172	194	155	808	0
2985	239	8	319	49	319	205	247	180	1418	0
2865	53	9	0	0	242	226	221	129	2181	0
2769	117	17	67	19	2040	246	222	99	745	0
2776	8	21	85	28	2465	190	192	134	644	0
2943	233	15	108	27	324	194	252	193	1325	0
2886	102	16	339	120	1813	245	218	98	1099	0
2971	198	16	124	22	1293	214	252	168	1599	0
2826	29	14	242	68	2520	214	208	127	759	0
2932	337	18	335	95	350	178	212	172	1499	0
2912	39	13	306	102	306	220	212	124	607	0
2990	344	23	488	169	509	169	199	165	1356	0
3045	340	17	631	231	633	183	214	169	1240	0
2771	315	18	108	10	2293	169	222	192	1020	0
2923	26	10	170	25	1385	215	218	138	700	0
2883	329	11	150	4	1776	193	227	173	1383	0
2964	96	19	480	157	497	246	210	85	907	0
3029	113	14	655	229	664	244	224	107	1084	0
2848	92	20	95	43	120	247	204	77	819	0
2938	356	9	120	15	1397	205	224	156	558	0
2894	329	17	247	26	1082	177	217	179	638	0
2891	315	16	182	23	1036	176	226	189	700	0
3121	320	23	706	262	713	155	212	193	1673	0
2957	0	3	309	37	1546	215	233	156	785	0
2888	306	20	120	20	1006	162	225	202	785	0
3024	135	9	703	214	721	235	236	133	1256	0
2882	310	21	366	116	2577	159	221	200	1262	0
2900	123	22	228	99	242	251	218	84	1127	0
3114	90	25	886	309	886	248	191	57	1570	0
2908	282	20	182	44	953	161	237	214	1003	0
2824	325	16	30	2	2527	178	220	181	1294	0
2928	141	6	30	0	1834	229	238	143	466	0
2962	153	15	95	23	1608	237	239	128	470	0
2822	340	14	108	19	2522	190	219	167	1106	0
2892	314	14	85	1	2722	183	229	186	1350	0
2949	134	15	42	10	1595	242	232	116	417	0
2912	121	10	242	22	2133	237	232	125	816	0
2868	0	26	175	58	2568	173	183	139	918	0
2900	332	14	0	0	2784	188	222	173	1273	0
3009	74	3	573	121	2547	224	233	144	1742	0
3220	77	11	543	115	1054	234	219	115	2070	0
2955	103	24	466	150	488	252	201	64	1500	0
3010	123	14	212	61	990	243	229	112	495	0
2967	313	27	335	134	2717	139	209	205	595	0
2885	305	24	85	28	2563	148	220	209	420	0
3015	275	6	503	100	2703	205	241	176	1601	0
3172	146	17	335	67	932	241	236	119	1961	0
3023	72	8	484	112	2550	229	226	130	1742	0
3014	352	10	450	91	3070	203	223	158	759	0
2963	63	10	108	14	1825	229	220	123	120	0
3023	10	7	511	95	3104	213	227	151	713	0
2982	96	15	242	43	350	243	217	99	2072	0
2960	328	3	127	14	1448	212	236	162	283	0
2965	87	12	95	10	878	238	219	109	153	0
3046	357	5	454	6	3300	212	231	156	934	0
2980	330	8	134	20	930	201	231	169	127	0
3129	210	15	384	58	283	207	253	178	666	0
2986	56	11	300	47	534	227	217	122	2118	0
3034	49	4	360	11	2912	222	230	144	1332	0
3134	112	18	339	80	437	248	217	90	607	0
3100	120	10	216	48	437	238	232	124	633	0
2913	120	13	190	19	792	242	229	114	2489	0
2861	143	9	30	-3	1050	233	238	136	2400	0
3124	266	12	408	70	470	190	245	194	914	0
3109	132	14	242	55	641	242	232	116	815	0
2557	184	10	335	88	1110	223	247	157	690	0
3175	91	14	454	104	376	241	218	104	830	0
3066	124	19	120	12	698	248	222	94	870	0
3036	178	5	134	-8	3093	223	243	155	1276	0
2981	162	20	319	76	750	235	241	127	1842	0
3050	65	15	67	1	552	233	209	105	540	0
2978	128	16	127	-1	883	245	228	108	1464	0
2929	159	15	285	59	872	235	242	133	2007	0
2688	77	4	60	4	127	226	231	141	1062	0
2538	268	7	212	37	1127	202	243	179	930	0
3035	52	3	175	13	1065	221	233	149	752	0
3026	72	12	150	20	3013	233	217	115	1477	0
3020	158	15	134	-5	920	235	241	132	716	0
2874	6	17	711	144	210	197	205	142	1290	0
3030	306	10	108	11	1296	191	234	183	924	0
2988	135	8	272	52	2073	233	237	135	859	0
2955	325	13	90	12	2492	187	225	178	812	0
3024	340	10	180	25	2889	198	225	166	1652	0
2859	310	16	738	127	150	175	228	192	1590	0
3024	246	8	42	4	1261	205	246	179	957	0
3057	328	9	295	68	2581	198	230	171	1959	0
2802	97	12	120	14	446	239	223	112	2581	0
2880	222	19	190	71	1317	194	254	192	2698	0
2878	147	16	272	95	938	239	237	123	2974	0
2858	146	14	268	77	845	238	237	126	2955	0
2648	158	5	0	0	30	226	241	149	845	0
2687	82	7	255	15	297	230	228	132	1200	0
2458	294	16	30	6	859	175	235	200	541	0
3014	97	14	391	-5	1620	242	219	104	1159	0
3006	320	22	182	63	2520	156	212	193	964	0
2927	52	18	659	193	402	227	199	100	1242	0
2513	287	10	85	5	911	193	240	187	1031	0
3084	0	0	360	37	3182	218	238	156	1400	0
2895	84	9	626	161	391	233	225	123	1183	0
3002	286	3	351	17	1920	210	239	168	1140	0
2896	91	11	633	64	421	237	223	115	1209	0
2656	59	6	124	12	150	224	228	139	774	0
2647	60	5	90	5	120	224	229	140	658	0
2861	69	29	85	41	95	236	170	45	960	0
2827	353	8	649	-4	481	207	227	158	1154	0
2679	38	8	268	22	309	220	222	136	900	0
2536	358	9	258	28	836	207	224	155	810	0
2988	285	13	30	6	2311	183	240	196	1146	0
2457	282	22	90	24	283	154	235	218	42	0
2494	89	20	120	22	607	245	205	80	331	0
2918	58	9	0	0	1415	227	221	127	1471	0
2761	342	6	85	12	470	208	231	162	2724	0
2699	40	15	362	42	402	220	207	118	875	0
2534	34	5	272	8	664	219	228	145	1084	0
3012	94	4	540	-7	1687	225	234	144	1436	0
3060	231	7	67	9	3021	210	246	174	1473	0
2829	251	17	366	114	446	180	250	206	1982	0
3070	337	8	285	43	2736	203	229	165	1295	0
2899	38	8	400	67	663	220	223	138	1436	0
2666	28	14	242	32	301	214	209	128	418	0
2649	20	9	190	24	228	214	221	143	391	0
2645	41	10	180	20	212	221	218	131	400	0
2769	237	13	192	55	384	197	251	190	2184	0
2845	213	24	402	132	551	191	254	189	1931	0
3024	99	10	437	3	1084	237	226	119	1354	0
2665	25	13	295	40	335	213	212	133	301	0
2511	93	12	90	28	362	239	221	110	382	0
2485	322	8	30	2	417	200	232	172	474	0
3016	302	14	124	21	2393	179	233	193	1411	0
2887	162	11	242	55	810	231	243	143	1549	0
2995	199	9	541	-25	1455	217	248	165	1557	0
3019	306	7	339	-3	1865	201	236	174	1560	0
2724	36	11	474	99	532	219	216	131	324	0
2981	185	8	571	-39	1328	222	246	158	1556	0
3256	311	5	457	108	1231	205	236	170	2083	0
3000	27	14	256	11	1739	213	208	128	1471	0
2885	28	15	390	59	900	213	207	127	1567	0
2745	18	9	30	1	598	213	220	144	2455	0
2870	220	17	331	38	1063	198	254	188	1865	0
2956	189	12	742	-64	1120	220	249	160	1638	0
3013	315	8	342	-21	1784	198	233	175	1840	0
2809	39	7	285	21	1057	221	225	140	1230	0
3063	286	18	255	54	2510	169	237	207	1710	0
3001	50	11	362	72	1952	225	215	123	1756	0
2443	284	24	120	57	738	148	232	221	1507	0
2883	236	19	499	259	782	183	253	203	1719	0
3051	3	15	424	22	1924	198	209	147	1463	0
2964	91	14	190	35	1980	241	218	104	1935	0
2839	127	16	134	7	1144	245	228	106	1740	0
2810	32	3	240	22	969	219	232	150	934	0
2895	184	15	553	261	983	223	249	156	1800	0
3076	12	12	466	2	1984	208	216	144	1298	0
2790	219	25	306	169	626	183	254	196	1668	0
3025	301	10	400	-9	1784	193	236	183	2026	0
3072	286	10	361	65	2561	193	240	186	1890	0
2833	65	18	242	45	1299	234	201	93	1406	0
2983	297	11	713	-51	1543	190	237	186	2003	0
2957	118	13	95	19	2190	241	228	115	2041	0
2651	234	30	85	34	469	156	250	218	1431	0
2970	84	17	457	85	2054	242	210	93	2609	0
2695	36	16	60	9	1242	217	203	117	1605	0
2696	213	32	134	72	607	174	250	192	1495	0
